slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
sundaeswap-api,SundaeSwap,"[""[Docs](https://sundaeswap-finance.github.io/sundae-sdk/) ""]",Public,Free,Archive,Custom,AMM REST,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""pools"",""orders""]","[""Rate Limited""]","[""None""]","[""None""]","[""Global""]","[""V1/V3""]",
wingriders-api,WingRiders,"[""[Website](https://wingriders.com/) ""]",Public,Free,Archive,Custom,AMM REST,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""pools"",""farming""]","[""Rate Limited""]","[""None""]","[""None""]","[""Global""]","[""Staking Incl""]",
vyfi-api,VyFi,"[""[Website](https://vyfi.io/) ""]",Public,Free,Archive,Custom,BAR REST,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""vaults""]","[""Rate Limited""]","[""None""]","[""None""]","[""Global""]","[""Yield""]",
liqwid-api,Liqwid,"[""[Docs](https://github.com/Liqwid-Labs/liqwid-libs) ""]",Public,Free,Archive,Custom,Pool SDK,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""markets"",""rates""]","[""Onchain""]","[""None""]","[""None""]","[""Global""]","[""Money Market""]",
indigoprotocol-api,Indigo,"[""[Docs](https://docs.indigoprotocol.io/) ""]",Public,Free,Archive,Custom,CDP SDK,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""iassets"",""cdp""]","[""Onchain""]","[""None""]","[""None""]","[""Global""]","[""Synthetics""]",
mesh-sdk-api,MeshJS,"[""[Website](https://meshjs.dev/) ""]",Open Source,Free,Pruned,Custom,TS Library,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""tx-builder""]","[""Browser/Node""]","[""None""]","[""None""]","[""Global""]","[""React Hooks""]",
cardano-js-sdk-api,Emurgo,"[""[Docs](https://github.com/Emurgo/cardano-serialization-lib) ""]",Open Source,Free,Pruned,Custom,WASM Library,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""serialization""]","[""Low level""]","[""None""]","[""None""]","[""Global""]","[""WASM Bindings""]",
lucid-api,SpaceBudz,"[""[Docs](https://lucid.spacebudz.io/) ""]",Open Source,Free,Pruned,Custom,TS Library,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""tx-builder""]","[""Deno/Node""]","[""None""]","[""None""]","[""Global""]","[""High Level""]",
pycardano-api,PyCardano,"[""[Docs](https://pycardano.readthedocs.io/) ""]",Open Source,Free,Pruned,Custom,Python Library,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""tx-builder""]","[""Pythonic""]","[""None""]","[""None""]","[""Global""]","[""Python SDK""]",
cardano-serialization-lib-api,Emurgo,"[""[Docs](https://github.com/Emurgo/cardano-serialization-lib) ""]",Open Source,Free,Pruned,Custom,Rust Library,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""cbor"",""bytes""]","[""Complex API""]","[""None""]","[""None""]","[""Global""]","[""Core Lib""]",
