slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla,chainId
getblock-mainnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-dedicated-full-archive,,!offer:getblock-dedicated-full-archive,"[""[Contact](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Website](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-pro-full-archive,,!offer:getblock-pro-full-archive,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-starter-full-archive,,!offer:getblock-starter-full-archive,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-mainnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
getblock-testnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
getblock-testnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Website](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
getblock-testnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Website](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
getblock-testnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
getblock-testnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/optimism-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
goldrush-mainnet-free-indexer,,!offer:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/optimism/)"",""[Docs](https://goldrush.dev/docs/chains/optimism#optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
goldrush-mainnet-pay-as-you-go-indexer,,!offer:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/optimism#optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
goldrush-testnet-free-indexer,,!offer:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/optimism/)"",""[Docs](https://goldrush.dev/docs/chains/optimism#optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
goldrush-testnet-pay-as-you-go-indexer,,!offer:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/optimism#optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
goldsky-mainnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/products/subgraphs)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
goldsky-mainnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
goldsky-testnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/products/subgraphs)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
goldsky-testnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
indexing-co-mainnet-free-indexer,,!offer:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
indexing-co-mainnet-pay-as-you-go-indexer,,!offer:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
indexing-co-testnet-free-indexer,,!offer:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/op_sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
indexing-co-testnet-pay-as-you-go-indexer,,!offer:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/op_sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-core-full-archive,,!offer:infura-core-full-archive,"[""[Website](https://www.infura.io/networks/ethereum/optimism)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-core-recent-state,,!offer:infura-core-recent-state,"[""[Website](https://www.infura.io/networks/ethereum/optimism)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-developer-full-archive,,!offer:infura-developer-full-archive,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-developer-recent-state,,!offer:infura-developer-recent-state,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-team-full-archive,,!offer:infura-team-full-archive,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-mainnet-team-recent-state,,!offer:infura-team-recent-state,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-core-full-archive,,!offer:infura-core-full-archive,"[""[Website](https://www.infura.io/networks/ethereum/optimism)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-core-recent-state,,!offer:infura-core-recent-state,"[""[Website](https://www.infura.io/networks/ethereum/optimism)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-developer-full-archive,,!offer:infura-developer-full-archive,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-developer-recent-state,,!offer:infura-developer-recent-state,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-team-full-archive,,!offer:infura-team-full-archive,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
infura-testnet-team-recent-state,,!offer:infura-team-recent-state,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/reference/optimism/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
mobula-mainnet-free-indexer,,!offer:mobula-free-indexer,"[""[Website](https://mobula.io/)"",""[Docs](https://docs.mobula.io/blockchains/optimistic#optimistic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
mobula-mainnet-pay-as-you-go-indexer,,!offer:mobula-pay-as-you-go-indexer,"[""[Buy](https://docs.mobula.io/pricing)"",""[Docs](https://docs.mobula.io/blockchains/optimistic#optimistic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-business-full-archive,,!offer:moralis-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-free-full-archive,,!offer:moralis-free-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-indexer-business,,!offer:moralis-indexer-business,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-indexer-free,,!offer:moralis-indexer-free,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-indexer-pro,,!offer:moralis-indexer-pro,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-indexer-starter,,!offer:moralis-indexer-starter,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-pro-full-archive,,!offer:moralis-pro-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-mainnet-starter-full-archive,,!offer:moralis-starter-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-business-full-archive,,!offer:moralis-business-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-free-full-archive,,!offer:moralis-free-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-indexer-business,,!offer:moralis-indexer-business,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-indexer-free,,!offer:moralis-indexer-free,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-indexer-pro,,!offer:moralis-indexer-pro,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-indexer-starter,,!offer:moralis-indexer-starter,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-pro-full-archive,,!offer:moralis-pro-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
moralis-testnet-starter-full-archive,,!offer:moralis-starter-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
node-real-mainnet-business-recent-state,,!offer:node-real-business-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-getstorageat-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
node-real-mainnet-free-recent-state,,!offer:node-real-free-recent-state,"[""[Website](https://nodereal.io/api-marketplace/optimism-rpc)"",""[Docs](https://docs.nodereal.io/reference/eth-getstorageat-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
node-real-mainnet-growth-recent-state,,!offer:node-real-growth-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-getstorageat-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
node-real-mainnet-team-recent-state,,!offer:node-real-team-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-getstorageat-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-business-full-archive,,!offer:nodit-business-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-business-recent-state,,!offer:nodit-business-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-dedicated-full-archive,,!offer:nodit-dedicated-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-dedicated-recent-state,,!offer:nodit-dedicated-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-developer-full-archive,,!offer:nodit-developer-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-developer-recent-state,,!offer:nodit-developer-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-starter-full-archive,,!offer:nodit-starter-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-starter-plus-full-archive,,!offer:nodit-starter-plus-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-starter-plus-recent-state,,!offer:nodit-starter-plus-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-mainnet-starter-recent-state,,!offer:nodit-starter-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-business-full-archive,,!offer:nodit-business-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-business-recent-state,,!offer:nodit-business-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-dedicated-full-archive,,!offer:nodit-dedicated-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-dedicated-recent-state,,!offer:nodit-dedicated-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-developer-full-archive,,!offer:nodit-developer-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-developer-recent-state,,!offer:nodit-developer-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-starter-full-archive,,!offer:nodit-starter-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-starter-plus-full-archive,,!offer:nodit-starter-plus-full-archive,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-starter-plus-recent-state,,!offer:nodit-starter-plus-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
nodit-testnet-starter-recent-state,,!offer:nodit-starter-recent-state,"[""[Docs](https://developer.nodit.io/en/api/optimism/node-api/eth_blocknumber/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
noves-mainnet-business-custom,,!offer:noves-business-custom,"[""[Docs](https://docs.noves.fi/reference/supported-chains)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
noves-mainnet-developer-custom,,!offer:noves-developer-custom,"[""[Docs](https://docs.noves.fi/reference/supported-chains)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
noves-mainnet-free-custom,,!offer:noves-free-custom,"[""[Docs](https://docs.noves.fi/reference/supported-chains)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.io/nodes/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/optimism-op)"",""[Docs](https://nownodes.io/nodes/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/nodes/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
omnia-mainnet-free-recent-state,,!offer:omnia-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
omnia-mainnet-pro-elite-recent-state,,!offer:omnia-pro-elite-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
omnia-mainnet-pro-growth-recent-state,,!offer:omnia-pro-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
omnia-mainnet-pro-recent-state,,!offer:omnia-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
omnia-testnet-free-recent-state,,!offer:omnia-free-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
omnia-testnet-pro-elite-recent-state,,!offer:omnia-pro-elite-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
omnia-testnet-pro-growth-recent-state,,!offer:omnia-pro-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
omnia-testnet-pro-recent-state,,!offer:omnia-pro-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-accelerate-full-archive,,!offer:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-accelerate-trace,,!offer:onfinality-accelerate-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-developer-full-archive,,!offer:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/bnb)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-free-plan-indexer,,!offer:onfinality-free-plan-indexer,"[""[Website](https://onfinality.io/en/networks/optimism)"",""[Docs](https://documentation.onfinality.io/support/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-growth-full-archive,,!offer:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-growth-trace,,!offer:onfinality-growth-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-mainnet-standard-plan-indexer,,!offer:onfinality-standard-plan-indexer,"[""[Buy](https://indexing.onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-accelerate-full-archive,,!offer:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-accelerate-trace,,!offer:onfinality-accelerate-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-developer-full-archive,,!offer:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/optimism)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-free-plan-indexer,,!offer:onfinality-free-plan-indexer,"[""[Website](https://onfinality.io/en/networks/optimism)"",""[Docs](https://documentation.onfinality.io/support/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-growth-full-archive,,!offer:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
onfinality-testnet-growth-trace,,!offer:onfinality-growth-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
ormi-mainnet-enterprise-indexer,,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/data-api-v2/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
ormi-mainnet-free-indexer,,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/products/0xgraph/)"",""[Docs](https://docs.ormilabs.com/subgraphs/overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
ormi-mainnet-pay-as-you-go-indexer,,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing/)"",""[Docs](https://docs.ormilabs.com/data-api-v2/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
ormi-testnet-enterprise-indexer,,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/data-api-v2/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
ormi-testnet-free-indexer,,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/products/0xgraph/)"",""[Docs](https://docs.ormilabs.com/subgraphs/overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
ormi-testnet-pay-as-you-go-indexer,,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing/)"",""[Docs](https://docs.ormilabs.com/data-api-v2/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
publicnode-op-mainnet-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Send Requests](https://mainnet.optimism.io)"",""[Docs](https://docs.optimism.io/op-mainnet/network-information/connecting-to-op)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
publicnode-op-sepolia-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Send Requests](https://sepolia.optimism.io)"",""[Docs](https://docs.optimism.io/op-mainnet/network-information/connecting-to-op)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-build-full-archive,,!offer:quicknode-build-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-build-recent-state,,!offer:quicknode-build-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-business-full-archive,,!offer:quicknode-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-business-recent-state,,!offer:quicknode-business-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-scale-full-archive,,!offer:quicknode-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-mainnet-scale-recent-state,,!offer:quicknode-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-build-full-archive,,!offer:quicknode-build-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-build-recent-state,,!offer:quicknode-build-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
